subid,gender,age,language,trial.num,context.condition,item,trial.type,response,coding
p66,F,25,English,25,2,carrots,item,a pink headband,color
p66,F,25,English,26,1,buckets,item,a dark pink dress,color
p66,F,25,English,27,1,crayons,item,a red shirt,color
p66,F,25,English,28,3,rainboots,item,dark brown hair,color
p66,F,25,English,29,2,keys,nothing,an orange shir,color
p66,F,25,English,30,3,pencils,nothing,zero pencils,zero
p66,F,25,English,31,0,cookies,item,two cookies,noun
p66,F,25,English,32,1,flowers,item,an orange shirt,color
p67,F,35,English,1,1,mittens,nothing,A purple dress,color
p67,F,35,English,2,1,rainboots,nothing,No shoes on. ,no
p67,F,35,English,3,2,ice cream cones,item,An orange shirt.,color
p67,F,35,English,4,3,cats,item,Blonde hair. ,color
p67,F,35,English,5,3,pencils,item,A burgandy shirt,color
p67,F,35,English,6,2,lollipops,item,Brown hair,color
p67,F,35,English,7,0,kites,nothing,Blonde hair,color
p67,F,35,English,8,2,bananas,nothing,Blonde hair,color
p67,F,35,English,9,3,flowers,nothing,No apples,no
p67,F,35,English,10,0,phones,nothing,A pink shirt,color
p67,F,35,English,11,0,guitars,item,Two guitars,noun
p67,F,35,English,12,1,purses,item,Two bags,noun
p67,F,35,English,13,2,keys,nothing,A red shirt,color
p67,F,35,English,14,3,fish,nothing,No fish or a fishing pole,no
p67,F,35,English,15,1,apples,nothing,A blue shirt and blonde hair ,color
p67,F,35,English,16,3,buckets,item,A pink dress,color
p67,F,35,English,17,0,cars,nothing,A green shirt,color
p67,F,35,English,18,1,daisies,item,Two flowers and an orange shirt,noun
p67,F,35,English,19,1,donuts,nothing,A purple shirt,color
p67,F,35,English,20,0,cookies,item,Two cookies,noun
p67,F,35,English,21,1,umbrellas,item,Two umbrellas,noun
p67,F,35,English,22,3,scissors,nothing,No scissors,no
p67,F,35,English,23,0,presents,item,Two gifts,noun
p67,F,35,English,24,1,carrots,item,Two carrots,noun
p67,F,35,English,25,3,crayons,item,Black hair,color
p67,F,35,English,26,2,balloons,item,A green shirt and balloons,noun
p67,F,35,English,27,2,shovels,item,Two shovels,noun
p67,F,35,English,28,2,cakes,nothing,A purple shirt,color
p67,F,35,English,29,0,plants,nothing,A dark blue shirt,color
p67,F,35,English,30,2,forks,nothing,Black hair,color
p67,F,35,English,31,0,dogs,item,Two dogs,noun
p67,F,35,English,32,3,bows,nothing,Dark skin,body
p68,M,45,English,1,3,crayons,item,a red shirt,color
p68,M,45,English,2,3,buckets,nothing,no buckets,no
p68,M,45,English,3,0,daisies,item,flowers in his hand,noun
p68,M,45,English,4,0,fish,nothing,a blue shirt,color
p68,M,45,English,5,3,presents,item,a yellow shirt,color
p68,M,45,English,6,2,dogs,nothing,a green shirt,color
p68,M,45,English,7,2,guitars,nothing,a green shirt,color
p68,M,45,English,8,3,carrots,item,a maroon shirt,color
p68,M,45,English,9,2,bananas,nothing,a red shirt,color
p68,M,45,English,10,0,shovels,item,two shovels,noun
p68,M,45,English,11,2,mittens,item,a purple dress,color
p68,M,45,English,12,0,ice cream cones,item,two snow cones,noun
p68,M,45,English,13,1,bows,item,a yellow dress,color
p68,M,45,English,14,0,lollipops,nothing,a blue shirt,color
p68,M,45,English,15,1,apples,item,a blue shirt,color
p68,M,45,English,16,0,forks,nothing,black hair,color
p68,M,45,English,17,3,umbrellas,item,a red shirt,color
p68,M,45,English,18,1,cookies,nothing,a yellow shirt,color
p68,M,45,English,19,3,phones,nothing,no phones,no
p68,M,45,English,20,2,balloons,item,a green shirt,color
p68,M,45,English,21,1,rainboots,item,an aqua dress,color
p68,M,45,English,22,1,cats,nothing,a blue dress,color
p68,M,45,English,23,2,pencils,nothing,a maroon shirt,color
p68,M,45,English,24,0,donuts,nothing,a purple dress,color
p68,M,45,English,25,1,purses,item,a purple blouse,color
p68,M,45,English,26,0,cakes,item,two birthday cakes,noun
p68,M,45,English,27,3,kites,nothing,no kites,no
p68,M,45,English,28,2,cars,item,a green shirt,color
p68,M,45,English,29,3,plants,nothing,no plants,no
p68,M,45,English,30,2,scissors,item,a green shirt,color
p68,M,45,English,31,1,keys,nothing,an orange shirt,color
p68,M,45,English,32,1,flowers,nothing,a red shirt,color
p69,M,35,english,1,3,fish,nothing,no fishes,no
p69,M,35,english,2,2,cookies,nothing,no cookies,no
p69,M,35,english,3,0,dogs,item,two dogs,noun
p69,M,35,english,4,2,cars,item,two cars,noun
p69,M,35,english,5,1,pencils,nothing,no pencils,no
p69,M,35,english,6,3,mittens,nothing,no mittens ,no
p69,M,35,english,7,3,flowers,item,a red shirt,color
p69,M,35,english,8,1,crayons,item,two crayons ,noun
p69,M,35,english,9,3,carrots,item,red shirt,color
p69,M,35,english,10,3,umbrellas,nothing,has a red shirt,color
p69,M,35,english,11,0,presents,nothing,has a yellow shirt,color
p69,M,35,english,12,2,daisies,nothing,no flowers,no
p69,M,35,english,13,2,rainboots,nothing,has no snow boots,no
p69,M,35,english,14,1,phones,item,two cell phones,noun
p69,M,35,english,15,0,cakes,item,two birthday cakes,noun
p69,M,35,english,16,1,guitars,nothing,a green shirt,color
p69,M,35,english,17,0,cats,nothing,blond hair,color
p69,M,35,english,18,2,lollipops,item,two candies,noun
p69,M,35,english,19,1,ice cream cones,nothing,an orange shirt,color
p69,M,35,english,20,1,keys,item,two keys,noun
p69,M,35,english,21,0,scissors,nothing,brown hair,color
p69,M,35,english,22,3,plants,item,orange hair,color
p69,M,35,english,23,0,kites,item,two kites,noun
p69,M,35,english,24,1,bows,nothing,is black,color
p69,M,35,english,25,2,shovels,item,two shovels,noun
p69,M,35,english,26,2,balloons,nothing,no ballons,no
p69,M,35,english,27,0,bananas,nothing,blond hair,color
p69,M,35,english,28,0,forks,item,two forks,noun
p69,M,35,english,29,3,buckets,item,two buckets,noun
p69,M,35,english,30,1,apples,item,two apples,noun
p69,M,35,english,31,2,donuts,item,two donuts,noun
p69,M,35,english,32,3,purses,nothing,blond hair,color
p7,M,35,English,1,3,cats,item,Blonde hair,color
p7,M,35,English,2,3,carrots,item,a pink headband,color
p7,M,35,English,3,0,forks,nothing,black hair,color
p7,M,35,English,4,2,lollipops,nothing,a light blue shirt,color
p7,M,35,English,5,1,ice cream cones,nothing,an orange shirt,color
p7,M,35,English,6,1,shovels,item,a yellow shirt,color
p7,M,35,English,7,0,daisies,item,two white flowers,noun
p7,M,35,English,8,3,fish,item,a light blue shirt on,color
p7,M,35,English,9,3,umbrellas,nothing,no umbrellas,no
p7,M,35,English,10,3,guitars,nothing,no guitars,no
p7,M,35,English,11,1,cakes,item,two cakes and a purple shirt,noun
p7,M,35,English,12,2,bows,nothing,on a yellow dress,color
p7,M,35,English,13,2,kites,item,a green shirt on,color
p7,M,35,English,14,3,pencils,item,A burgundy shirt,color
p7,M,35,English,15,0,bananas,item,two bananas,noun
p7,M,35,English,16,3,keys,nothing,no keys,no
p7,M,35,English,17,2,crayons,nothing,red shirt and black hair,color
p7,M,35,English,18,2,dogs,item,a green shirt on,color
p7,M,35,English,19,1,flowers,nothing,an orange shirt on,color
p7,M,35,English,20,0,apples,item,two red apples,noun
p7,M,35,English,21,0,balloons,nothing,a green shirt on,color
p7,M,35,English,22,3,scissors,nothing,no scissors,no
p7,M,35,English,23,0,phones,nothing,A pink shirt on,color
p7,M,35,English,24,1,mittens,nothing,A purple dress,color
p7,M,35,English,25,1,rainboots,item,a light green dress,color
p7,M,35,English,26,2,presents,item,On a light yellow shirt,color
p7,M,35,English,27,2,plants,nothing,Orange hair,color
p7,M,35,English,28,1,purses,nothing,Blonde hair,color
p7,M,35,English,29,2,buckets,item,Light brown hair and a pink dress,color
p7,M,35,English,30,0,donuts,item,two donuts,noun
p7,M,35,English,31,1,cars,item,on a green shirt,color
p7,M,35,English,32,0,cookies,nothing,a yellow shirt,color
p70,M,35,englush,1,2,scissors,item,a green shirt,color
p70,M,35,englush,2,1,cookies,nothing,a yellow shirt,color
p70,M,35,englush,3,1,umbrellas,nothing,no umbrellas,no
p70,M,35,englush,4,0,bananas,item,two bananas,noun
p70,M,35,englush,5,1,guitars,item,two guitars,noun
p70,M,35,englush,6,0,apples,item,two apples,noun
p70,M,35,englush,7,1,daisies,item,two flowers,noun
p70,M,35,englush,8,3,flowers,item,an orange shirt,color
p70,M,35,englush,9,0,phones,item,two phones,noun
p70,M,35,englush,10,3,mittens,nothing,no mittens,no
p70,M,35,englush,11,2,buckets,item,a pink blouse,color
p70,M,35,englush,12,3,cakes,nothing,no cakes,no
p70,M,35,englush,13,0,shovels,nothing,a yellow shirt,color
p70,M,35,englush,14,0,presents,nothing,a yellow shirt,color
p70,M,35,englush,15,3,purses,nothing,no bags,no
p70,M,35,englush,16,1,carrots,item,two carrots,noun
p70,M,35,englush,17,0,kites,item,two kites,noun
p70,M,35,englush,18,2,crayons,nothing,a red shirt,color
p70,M,35,englush,19,0,dogs,nothing,a green shirt,color
p70,M,35,englush,20,2,lollipops,nothing,loli pops,noun
p70,M,35,englush,21,3,cars,nothing,no toy cars,no
p70,M,35,englush,22,2,forks,nothing,no forks,no
p70,M,35,englush,23,0,cats,nothing,blonde hair,color
p70,M,35,englush,24,2,rainboots,nothing,no boots,no
p70,M,35,englush,25,3,fish,item,brown hair,color
p70,M,35,englush,26,1,ice cream cones,nothing,an orange shirt,color
p70,M,35,englush,27,1,balloons,item,two balloons,noun
p70,M,35,englush,28,1,plants,nothing,orange hair,color
p70,M,35,englush,29,2,keys,item,two keys,noun
p70,M,35,englush,30,2,pencils,item,two pencils,noun
p70,M,35,englush,31,3,bows,item,black hair,color
p70,M,35,englush,32,3,donuts,item,two doughnuts,noun
p71,F,25,English,1,2,pencils,nothing,nothing,nothing
p71,F,25,English,2,2,guitars,item,two guitars,noun
p71,F,25,English,3,1,umbrellas,nothing,a red shirt,color
p71,F,25,English,4,1,bananas,nothing,a red shirt,color
p71,F,25,English,5,1,fish,item,a blue shirt,color
p71,F,25,English,6,2,cars,nothing,a green shirt,color
p71,F,25,English,7,3,bows,item,brown hair,color
p71,F,25,English,8,0,apples,item,a blue shirt,color
p71,F,25,English,9,2,balloons,item,a green shirt,color
p71,F,25,English,10,0,keys,item,keys,noun
p71,F,25,English,11,2,mittens,item,brown hair,color
p71,F,25,English,12,0,buckets,nothing,a pink dress,color
p71,F,25,English,13,0,forks,nothing,a blue shirt,color
p71,F,25,English,14,3,phones,nothing,no cellphones,no
p71,F,25,English,15,0,cookies,nothing,a yellow shirt,color
p71,F,25,English,16,3,donuts,item,a purple shirt,color
p71,F,25,English,17,3,presents,nothing,no presents,no
p71,F,25,English,18,3,cats,item,a blue dress,color
p71,F,25,English,19,2,plants,nothing,a blue shirt,color
p71,F,25,English,20,3,daisies,item,a orange shirt,color
p71,F,25,English,21,2,shovels,item,a yellow shirt,color
p71,F,25,English,22,3,cakes,nothing,no cakes,no
p71,F,25,English,23,1,scissors,nothing,a green shirt,color
p71,F,25,English,24,1,kites,item,two kites,noun
p71,F,25,English,25,0,rainboots,item,a teal dress,color
p71,F,25,English,26,1,ice cream cones,item,two ice cream cones,noun
p71,F,25,English,27,0,lollipops,nothing,a blue shirt,color
p71,F,25,English,28,1,purses,item,two purses,noun
p71,F,25,English,29,2,crayons,nothing,a red shirt,color
p71,F,25,English,30,1,dogs,nothing,no dogs,no
p71,F,25,English,31,0,flowers,item,flowers,noun
p71,F,25,English,32,3,carrots,nothing,an empty basket,empty
p72,M,25,English,1,3,cakes,nothing,a smile,body
p72,M,25,English,2,2,balloons,nothing,black hair,color
p72,M,25,English,3,3,bows,nothing,a yellow dress,color
p72,M,25,English,4,2,shovels,item,two shovels,noun
p72,M,25,English,5,1,flowers,item,a hairband,body
p72,M,25,English,6,2,lollipops,nothing,dark eyes,body
p72,M,25,English,7,1,scissors,nothing,a green shirt,color
p72,M,25,English,8,2,donuts,nothing,a purple shirt,color
p72,M,25,English,9,1,buckets,item,two buckets,noun
p72,M,25,English,10,2,pencils,item,blond hair,color
p72,M,25,English,11,3,kites,item,two kites,noun
p72,M,25,English,12,0,presents,item,two presents,noun
p72,M,25,English,13,3,cars,item,black hair,color
p72,M,25,English,14,0,fish,item,a fishing rod,noun
p72,M,25,English,15,3,plants,item,orange hair,color
p72,M,25,English,16,1,cookies,nothing,a platter,othernoun
p72,M,25,English,17,0,purses,nothing,a blue shirt,color
p72,M,25,English,18,1,umbrellas,nothing,a red shirt,color
p72,M,25,English,19,0,rainboots,nothing,no shoes,no
p72,M,25,English,20,2,guitars,nothing,a green shirt,color
p72,M,25,English,21,0,crayons,item,two crayons,noun
p72,M,25,English,22,2,mittens,item,teal gloves,noun
p72,M,25,English,23,0,apples,nothing,a blue shirt,color
p72,M,25,English,24,3,bananas,nothing,blond hair,color
p72,M,25,English,25,0,carrots,item,two carrots,noun
p72,M,25,English,26,3,cats,item,two cats,noun
p72,M,25,English,27,3,keys,nothing,an orange shirt,color
p72,M,25,English,28,1,daisies,item,two flowers,noun
p72,M,25,English,29,1,ice cream cones,item,ice cream,noun
p72,M,25,English,30,1,forks,nothing,a blue shirt,color
p72,M,25,English,31,2,phones,item,two phones,noun
p72,M,25,English,32,0,dogs,nothing,a green shirt,color
p73,M,35,English,1,1,forks,nothing,an empty desk,empty
p73,M,35,English,2,1,cats,nothing,a green dress on,color
p73,M,35,English,3,2,bows,item,a yellow dress and pigtails,color
p73,M,35,English,4,3,donuts,nothing,no food on her desk,no
p73,M,35,English,5,1,lollipops,item,two lollipops in his hand,noun
p73,M,35,English,6,3,mittens,nothing,bare hands,body
p73,M,35,English,7,0,plants,nothing,yellow hair and a blue shirt,color
p73,M,35,English,8,0,bananas,item,two bananas,noun
p73,M,35,English,9,1,crayons,nothing,a red shirt,color
p73,M,35,English,10,1,cookies,item,two cookies and is wearing a yellow shirt,noun
p73,M,35,English,11,0,scissors,nothing,a smile on her face,body
p73,M,35,English,12,2,shovels,nothing,self-esteem issues due to her clothing choices,other
p73,M,35,English,13,3,guitars,item,two guitars,noun
p73,M,35,English,14,3,fish,item,caught two fish today,noun
p73,M,35,English,15,0,carrots,nothing,great gardening skills,other
p73,M,35,English,16,2,phones,nothing,a smile on her face and nothing in her hands,nothing
p73,M,35,English,17,3,presents,item,a decision to make on which gift she should open first,other
p73,M,35,English,18,1,umbrellas,item,an umbrella in each hand,noun
p73,M,35,English,19,0,dogs,nothing,anger management issues but he's doing a superb job containing them today,other
p73,M,35,English,20,2,pencils,item,"an erection he is carefully hiding behind the desk with two pencils laying on it, both at 45-degree angles",other
p73,M,35,English,21,0,balloons,item,two green balloons filled with slime,noun
p73,M,35,English,22,2,ice cream cones,item,type-two diabetes and shouldn't be consuming those two ice cream cones in one sitting,other
p73,M,35,English,23,2,rainboots,item,blue boots on,noun
p73,M,35,English,24,2,cars,nothing,"balance problems, thus giving her an awkward gait",other
p73,M,35,English,25,1,buckets,item,a duty to bring water to her impoverished family fifteen miles deep in the jungle using those heavy green pails,other
p73,M,35,English,26,3,flowers,nothing,not contained any flowers in her basket,not
p73,M,35,English,27,0,apples,item,fruit in his left hand,body
p73,M,35,English,28,3,cakes,item,no need for two birthday cakes given his insulin requirements,other
p73,M,35,English,29,1,keys,nothing,not seen the inside of a shower in at least two weeks,not
p73,M,35,English,30,3,purses,nothing,not been shopping lately due to lack of funds,not
p73,M,35,English,31,2,daisies,nothing,an orange shirt on,color
p73,M,35,English,32,0,kites,item,two lovely kites,noun
p74,M,35,English,1,1,balloons,item,two balloons.,noun
p74,M,35,English,2,3,cakes,item,two birthday cakes,noun
p74,M,35,English,3,3,kites,nothing,no kite,no
p74,M,35,English,4,2,guitars,item,two guitars,noun
p74,M,35,English,5,2,bows,nothing,no ribbons,no
p74,M,35,English,6,3,cats,nothing,no kittens,no
p74,M,35,English,7,2,flowers,item,two flowers,noun
p74,M,35,English,8,3,scissors,item,a green shirt,color
p74,M,35,English,9,0,keys,nothing,a red shirt,color
p74,M,35,English,10,1,rainboots,nothing,a green dress,color
p74,M,35,English,11,3,fish,nothing,no fish,no
p74,M,35,English,12,2,presents,item,a yellow shirt,color
p74,M,35,English,13,0,donuts,item,two pink donuts,noun
p74,M,35,English,14,0,buckets,nothing,a pink dress,color
p74,M,35,English,15,3,umbrellas,item,a red shirt,color
p74,M,35,English,16,1,phones,item,two phones,noun
p74,M,35,English,17,1,crayons,nothing,no crayons,no
p74,M,35,English,18,2,dogs,item,a green shirt,color
p74,M,35,English,19,3,cookies,item,two cookies,noun
p74,M,35,English,20,0,mittens,item,gloves,noun
p74,M,35,English,21,0,ice cream cones,item,two ice creams,noun
p74,M,35,English,22,2,carrots,nothing,no carrots,no
p74,M,35,English,23,2,purses,nothing,no bags,no
p74,M,35,English,24,1,apples,nothing,no apples,no
p74,M,35,English,25,1,pencils,item,2 pencils,noun
p74,M,35,English,26,1,shovels,nothing,no shovels,no
p74,M,35,English,27,2,bananas,nothing,no bananas,no
p74,M,35,English,28,0,plants,nothing,a blue shirt,color
p74,M,35,English,29,0,cars,item,two toy cars,noun
p74,M,35,English,30,0,lollipops,nothing,a blue shirt,color
p74,M,35,English,31,3,forks,nothing,no forks,no
p74,M,35,English,32,1,daisies,item,flowers,noun
p75,M,35,English,1,0,daisies,item,daisies,noun
p75,M,35,English,2,1,plants,nothing,a blue shirt,color
p75,M,35,English,3,3,rainboots,nothing,a green dress,color
p75,M,35,English,4,2,carrots,item,2 carrots,noun
p75,M,35,English,5,2,umbrellas,item,a red shirt,color
p75,M,35,English,6,2,cookies,item,2 cookies,noun
p75,M,35,English,7,0,phones,nothing,a pink shirt,color
p75,M,35,English,8,2,bows,item,brown skin,color
p75,M,35,English,9,3,balloons,nothing,no balloons,no
p75,M,35,English,10,0,dogs,item,a green shirt,color
p75,M,35,English,11,1,keys,nothing,no keys,no
p75,M,35,English,12,3,shovels,item,a yellow shirt,color
p75,M,35,English,13,1,forks,nothing,black hair,color
p75,M,35,English,14,1,fish,item,brown hair,color
p75,M,35,English,15,2,guitars,nothing,a green shirt,color
p75,M,35,English,16,0,scissors,item,scissors,noun
p75,M,35,English,17,3,kites,item,kites,noun
p75,M,35,English,18,0,cars,nothing,black hair,color
p75,M,35,English,19,3,pencils,item,pencils,noun
p75,M,35,English,20,2,ice cream cones,nothing,no ice cream,no
p75,M,35,English,21,1,purses,item,black shoes,color
p75,M,35,English,22,0,flowers,nothing,yellow hair,color
p75,M,35,English,23,1,cats,item,cats,noun
p75,M,35,English,24,2,donuts,nothing,no donuts,no
p75,M,35,English,25,2,presents,nothing,no gifts,no
p75,M,35,English,26,3,apples,item,appels,noun
p75,M,35,English,27,3,buckets,nothing,no pals,no
p75,M,35,English,28,0,mittens,item,brown hair,color
p75,M,35,English,29,3,crayons,nothing,red shirt,color
p75,M,35,English,30,1,cakes,nothing,no cake,no
p75,M,35,English,31,1,lollipops,item,pops,noun
p75,M,35,English,32,0,bananas,nothing,hand in air,body
p76,F,25,English,1,1,plants,nothing,a blue shirt,color
p76,F,25,English,2,2,purses,item,blonde hair,color
p76,F,25,English,3,2,ice cream cones,nothing,no ice cream,no
p76,F,25,English,4,0,umbrellas,item,two umbrellas,noun
p76,F,25,English,5,0,dogs,item,two dogs,noun
p76,F,25,English,6,3,keys,item,a red shirt,color
p76,F,25,English,7,0,flowers,item,flowers,noun
p76,F,25,English,8,0,phones,nothing,a pink shirt,color
p76,F,25,English,9,1,presents,nothing,brown hair,color
p76,F,25,English,10,3,crayons,nothing,no crayons,no
p76,F,25,English,11,3,pencils,item,a maroon shirt,color
p76,F,25,English,12,3,bananas,nothing,no bananas,no
p76,F,25,English,13,3,guitars,item,a green shirt,color
p76,F,25,English,14,0,forks,nothing,black hair,color
p76,F,25,English,15,1,cats,item,blonde hair,color
p76,F,25,English,16,2,rainboots,item,brown hair,color
p76,F,25,English,17,3,donuts,nothing,no donuts,no
p76,F,25,English,18,3,mittens,nothing,no mittens,no
p76,F,25,English,19,0,cakes,item,two cakes,noun
p76,F,25,English,20,3,shovels,item,a yellow shirt,color
p76,F,25,English,21,1,buckets,nothing,a pink dress,color
p76,F,25,English,22,0,cars,nothing,a green shirt,color
p76,F,25,English,23,1,kites,item,two kites,noun
p76,F,25,English,24,1,lollipops,nothing,a blue shirt,color
p76,F,25,English,25,0,daisies,nothing,a orange shirt,color
p76,F,25,English,26,2,bows,nothing,a yellow dress,color
p76,F,25,English,27,1,carrots,item,carrots,noun
p76,F,25,English,28,2,cookies,nothing,no cookies,no
p76,F,25,English,29,2,scissors,item,a green shirt,color
p76,F,25,English,30,1,fish,item,two fish,noun
p76,F,25,English,31,2,apples,item,two apples,noun
p76,F,25,English,32,2,balloons,nothing,no balloons,no
p77,M,35,English,1,0,shovels,nothing,brown hair,color
p77,M,35,English,2,3,flowers,item,an orange shirt,color
p77,M,35,English,3,2,mittens,nothing,a purple dress,color
p77,M,35,English,4,2,daisies,nothing,an orange shirt,color
p77,M,35,English,5,3,bows,item,a yellow dress,color
p77,M,35,English,6,0,scissors,nothing,a green shirt,color
p77,M,35,English,7,2,fish,nothing,a blue shirt,color
p77,M,35,English,8,1,cats,nothing,blonde hair,color
p77,M,35,English,9,2,carrots,nothing,a crimson blouse,color
p77,M,35,English,10,1,phones,nothing,a red shirt,color
p77,M,35,English,11,0,bananas,item,two bananas,noun
p77,M,35,English,12,0,kites,item,two kites,noun
p77,M,35,English,13,2,umbrellas,item,two umbrellas,noun
p77,M,35,English,14,0,presents,item,two gifts,noun
p77,M,35,English,15,1,keys,nothing,a red shirt,color
p77,M,35,English,16,1,plants,item,two plants,noun
p77,M,35,English,17,3,cars,nothing,no toy cars,no
p77,M,35,English,18,0,pencils,item,two pencils,noun
p77,M,35,English,19,1,dogs,item,two dogs,noun
p77,M,35,English,20,2,apples,item,apples,noun
p77,M,35,English,21,3,lollipops,nothing,a blue shirt,color
p77,M,35,English,22,1,donuts,item,donuts,noun
p77,M,35,English,23,1,purses,item,a purple shirt,color
p77,M,35,English,24,0,forks,nothing,a blue shirt,color
p77,M,35,English,25,3,crayons,nothing,no pencils,no
p77,M,35,English,26,1,cookies,nothing,a yellow shirt,color
p77,M,35,English,27,3,buckets,item,two pails,noun
p77,M,35,English,28,3,guitars,item,two guitars,noun
p77,M,35,English,29,3,rainboots,nothing,no shoes,no
p77,M,35,English,30,2,balloons,item,balloons,noun
p77,M,35,English,31,2,cakes,item,two cakes,noun
p77,M,35,English,32,0,ice cream cones,nothing,black hair,color
p78,F,45,English,1,2,daisies,item,2 daisies,noun
p78,F,45,English,2,0,carrots,item,2 carrots,noun
p78,F,45,English,3,0,cookies,item,2 cookies,noun
p78,F,45,English,4,3,cars,nothing,no cars,no
p78,F,45,English,5,3,presents,item,2 gifts,noun
p78,F,45,English,6,0,guitars,item,2 guitars,noun
p78,F,45,English,7,1,apples,nothing,yellow hair,color
p78,F,45,English,8,3,dogs,item,2 dogs,noun
p78,F,45,English,9,0,keys,nothing,black hair,color
p78,F,45,English,10,3,lollipops,nothing,a blue shirt,color
p78,F,45,English,11,0,ice cream cones,nothing,2 hands,body
p78,F,45,English,12,0,scissors,nothing,brown hair,color
p78,F,45,English,13,2,donuts,nothing,a purple shirt,color
p78,F,45,English,14,2,bows,nothing,brown hair,color
p78,F,45,English,15,1,purses,nothing,a grey skirt,color
p78,F,45,English,16,2,kites,item,2 kites,noun
p78,F,45,English,17,2,buckets,nothing,a pink dress,color
p78,F,45,English,18,2,cats,item,2 cats!!!,noun
p78,F,45,English,19,0,balloons,nothing,curly hair,body
p78,F,45,English,20,1,shovels,item,2 shovels,noun
p78,F,45,English,21,3,rainboots,item,galoshes like Paddington,noun
p78,F,45,English,22,1,cakes,item,2 cakes,noun
p78,F,45,English,23,1,phones,item,2 cell phones,noun
p78,F,45,English,24,3,fish,item,2 fishies,noun
p78,F,45,English,25,1,pencils,nothing,yellow hair,color
p78,F,45,English,26,1,forks,item,2 forking forks,noun
p78,F,45,English,27,3,bananas,nothing,a smile,body
p78,F,45,English,28,2,flowers,nothing,a garden,other
p78,F,45,English,29,1,plants,nothing,bulky shoulders,body
p78,F,45,English,30,0,crayons,item,2 crayons,noun
p78,F,45,English,31,3,umbrellas,nothing,open arms,body
p78,F,45,English,32,2,mittens,item,mitties,noun
p79,F,45,English,1,2,umbrellas,item,a red shirt,color
p79,F,45,English,2,3,kites,nothing,nothing in his hands,nothing
p79,F,45,English,3,2,cakes,nothing,a purple shirt,color
p79,F,45,English,4,1,cookies,nothing,a yellow shirt,color
p79,F,45,English,5,2,donuts,nothing,a purple shirt,color
p79,F,45,English,6,1,fish,item,two fish,noun
p79,F,45,English,7,0,lollipops,nothing,a light blue shirt,color
p79,F,45,English,8,2,buckets,item,a bright pink dress,color
p79,F,45,English,9,0,crayons,item,two crayons,noun
p79,F,45,English,10,3,apples,nothing,golden hair,color
p79,F,45,English,11,2,purses,nothing,a purple top,color
p79,F,45,English,12,1,phones,item,two phones,noun
p79,F,45,English,13,0,forks,item,two forks,noun
p79,F,45,English,14,3,flowers,nothing,a peach headband,color
p79,F,45,English,15,2,cats,item,blonde hair,color
p79,F,45,English,16,3,rainboots,item,dark brown hair,color
p79,F,45,English,17,0,mittens,item,mittens on her hands,noun
p79,F,45,English,18,1,keys,nothing,an orange top,color
p79,F,45,English,19,1,dogs,item,a green shirt,color
p79,F,45,English,20,0,presents,item,two gifts,noun
p79,F,45,English,21,3,pencils,item,a maroon top,color
p79,F,45,English,22,1,shovels,nothing,yellow top,color
p79,F,45,English,23,0,carrots,nothing,pink headband,color
p79,F,45,English,24,1,balloons,nothing,black hair,color
p79,F,45,English,25,0,daisies,nothing,an orange top,color
p79,F,45,English,26,3,scissors,nothing,a green top,color
p79,F,45,English,27,2,bananas,item,a red top,color
p79,F,45,English,28,3,cars,item,a green top,color
p79,F,45,English,29,3,guitars,item,a green top,color
p79,F,45,English,30,0,plants,nothing,orange hair,color
p79,F,45,English,31,1,ice cream cones,item,an orange top,color
p79,F,45,English,32,2,bows,nothing,a yellow dress,color
p8,M,45,english,1,3,mittens,item,a purple dress,color
p8,M,45,english,2,2,dogs,nothing,a green shirt,color
p8,M,45,english,3,0,buckets,item,two pails,noun
p8,M,45,english,4,3,apples,nothing,a blue shirt,color
p8,M,45,english,5,0,pencils,nothing,a dark red shirt,color
p8,M,45,english,6,3,plants,item,two plants,noun
p8,M,45,english,7,1,ice cream cones,item,two icecream cones,noun
p8,M,45,english,8,0,shovels,item,two shovels,noun
p8,M,45,english,9,1,donuts,nothing,a purple shirt,color
p8,M,45,english,10,2,carrots,item,two carrots,noun
p8,M,45,english,11,2,bows,item,a yellow dress,color
p8,M,45,english,12,1,cookies,item,two cookies,noun
p8,M,45,english,13,0,phones,nothing,a red shirt,color
p8,M,45,english,14,1,rainboots,nothing,a light green dress,color
p8,M,45,english,15,3,purses,item,blonde hair,color
p8,M,45,english,16,1,lollipops,item,a light blue shirt,color
p8,M,45,english,17,0,kites,item,two kites,noun
p8,M,45,english,18,0,cats,nothing,yellow hair,color
p8,M,45,english,19,2,fish,item,a fishing pole,noun
p8,M,45,english,20,2,umbrellas,item,a red shirt,color
p8,M,45,english,21,2,cars,nothing,a green shirt,color
p8,M,45,english,22,3,cakes,nothing,no cake,no
p8,M,45,english,23,3,daisies,nothing,no flowers,no
p8,M,45,english,24,2,bananas,nothing,no bananas,no
p8,M,45,english,25,0,flowers,item,two flowers,noun
p8,M,45,english,26,3,keys,nothing,no keys,no
p8,M,45,english,27,0,scissors,nothing,a green shirt,color
p8,M,45,english,28,2,crayons,nothing,no crayons,no
p8,M,45,english,29,1,forks,nothing,a blue shirt,color
p8,M,45,english,30,3,presents,item,two gifts,noun
p8,M,45,english,31,1,balloons,item,two balloons,noun
p8,M,45,english,32,1,guitars,nothing,a green shirt,color
p80,M,25,English,1,0,pencils,item,two pencils,noun
