"","subid","gender","age","language","trial.num","context.condition","item","trial.type","response","coding"
"7997",356,"F",65,"ENGLISH",29,0,"shovels","nothing","A YELLOW SHIRT AND IS SECOND IN LINE","clothing"
"7998",356,"F",65,"ENGLISH",30,2,"pencils","item","2 PENCILS AND IS LAST IN LINE","noun"
"7999",356,"F",65,"ENGLISH",31,1,"mittens","nothing","A PURPLE DRESS AND IS FIRST IN LINE","clothing"
"8000",356,"F",65,"ENGLISH",32,0,"dogs","item","2 DOGS","noun"
"8001",358,"F",55,"English",1,2,"donuts","item","two donuts in front of her.","noun"
"8002",358,"F",55,"English",2,0,"bows","nothing"," a yellow dress and pony tails.","clothing"
"8003",358,"F",55,"English",3,2,"cars","item","two red cars in front f her","noun"
"8004",358,"F",55,"English",4,3,"rainboots","item","aqua and yellow boots on her feet","noun"
"8005",358,"F",55,"English",5,1,"apples","nothing","a blue shirt and black pants on","clothing"
"8006",358,"F",55,"English",6,3,"bananas","item","two yellow bananas in his left hand","noun"
"8007",358,"F",55,"English",7,0,"umbrellas","nothing","a red shirt and gray shorts on","clothing"
"8008",358,"F",55,"English",8,1,"lollipops","item","two lollipops in his left hand","noun"
"8009",358,"F",55,"English",9,1,"mittens","nothing","a purple dress on","clothing"
"8010",358,"F",55,"English",10,0,"purses","item","two green flowered purses","noun"
"8011",358,"F",55,"English",11,0,"plants","item","two plants in front of him","noun"
"8012",358,"F",55,"English",12,3,"fish","item","a fishing pole and two fish","noun"
"8013",358,"F",55,"English",13,0,"shovels","nothing","a yellow shirt and brown skirt on","clothing"
"8014",358,"F",55,"English",14,3,"forks","item","two forks in front of him","noun"
"8015",358,"F",55,"English",15,1,"cakes","item","2 birthday cakes in front of him","noun"
"8016",358,"F",55,"English",16,2,"kites","nothing","blonde hair and a green shirt on","body"
"8017",358,"F",55,"English",17,3,"pencils","nothing","blonde hair and a red shirt","body"
"8018",358,"F",55,"English",18,1,"daisies","item","two daisies in his left hand","noun"
"8019",358,"F",55,"English",19,2,"guitars","nothing","black hair and a green shirt on","body"
"8020",358,"F",55,"English",20,3,"crayons","nothing","black hair and a red shirt","body"
"8021",358,"F",55,"English",21,3,"buckets","nothing","a pink dress on","clothing"
"8022",358,"F",55,"English",22,3,"dogs","nothing","a green shirt and blue shorts","clothing"
"8023",358,"F",55,"English",23,2,"carrots","nothing","a gardening tool in her hand","other"
"8024",358,"F",55,"English",24,0,"keys","item","two keys in his left hand","noun"
"8025",358,"F",55,"English",25,0,"cats","nothing","blonde hair and an aqua dress","body"
"8026",358,"F",55,"English",26,2,"scissors","item","two pairs of red scissors in her left hand","noun"
"8027",358,"F",55,"English",27,1,"cookies","nothing","a yellow shirt on and is holding a black tray","clothing"
"8028",358,"F",55,"English",28,2,"phones","item","two telephones in her left hand","noun"
"8029",358,"F",55,"English",29,2,"presents","nothing","a yellow shirt and is sitting in a brown chair","clothing"
"8030",358,"F",55,"English",30,0,"flowers","item","two flowers in her basket","noun"
"8031",358,"F",55,"English",31,1,"ice cream cones","nothing","an orange shirt and blue pants","clothing"
"8032",358,"F",55,"English",32,1,"balloons","item","two green balloons","noun"
"8033",359,"F",35,"English",1,3,"bows","item","on a yellow dress","clothing"
"8034",359,"F",35,"English",2,1,"scissors","item","two pairs of scissors","noun"
"8035",359,"F",35,"English",3,1,"donuts","item","two donuts","noun"
"8036",359,"F",35,"English",4,3,"fish","nothing","nothing in her hand","nothing"
"8037",359,"F",35,"English",5,2,"keys","item","a set of two keys","noun"
"8038",359,"F",35,"English",6,0,"carrots","item","two carrots","noun"
"8039",359,"F",35,"English",7,0,"rainboots","item","blue rain boots on","noun"
"8040",359,"F",35,"English",8,1,"cats","item","two cats","noun"
"8041",359,"F",35,"English",9,2,"apples","item","two apples","noun"
"8042",359,"F",35,"English",10,1,"plants","nothing","an empty table","empty"
"8043",359,"F",35,"English",11,1,"bananas","nothing","nothing in his hand","nothing"
"8044",359,"F",35,"English",12,0,"shovels","item","two shovels","noun"
"8045",359,"F",35,"English",13,1,"dogs","nothing","nothing","nothing"
"8046",359,"F",35,"English",14,2,"daisies","item","two daisies in his hand","noun"
"8047",359,"F",35,"English",15,1,"cookies","item","two cookies on a tray","noun"
"8048",359,"F",35,"English",16,2,"ice cream cones","nothing","nothing in his hand","nothing"
"8049",359,"F",35,"English",17,3,"guitars","item","a guitar on either side of him","noun"
"8050",359,"F",35,"English",18,0,"cakes","nothing","nothing on his table","nothing"
"8051",359,"F",35,"English",19,1,"kites","nothing","nothing in his hands","nothing"
"8052",359,"F",35,"English",20,3,"purses","item","a purse in each hand","noun"
"8053",359,"F",35,"English",21,2,"umbrellas","nothing","nothing in his hands","nothing"
"8054",359,"F",35,"English",22,3,"lollipops","item","two lollipops in his hand","noun"
"8055",359,"F",35,"English",23,0,"phones","item","two cellphones in her hand","noun"
"8056",359,"F",35,"English",24,2,"pencils","nothing","nothing on his table","nothing"
"8057",359,"F",35,"English",25,3,"flowers","nothing","nothing in her basket","nothing"
"8058",359,"F",35,"English",26,0,"buckets","nothing","nothing in her hands","nothing"
"8059",359,"F",35,"English",27,3,"mittens","nothing","nothing on her hands","nothing"
"8060",359,"F",35,"English",28,3,"cars","nothing","nothing in her hand","nothing"
"8061",359,"F",35,"English",29,0,"forks","nothing","nothing on his table","nothing"
"8062",359,"F",35,"English",30,2,"presents","nothing","nothing in her lap","nothing"
"8063",359,"F",35,"English",31,0,"crayons","nothing","nothing on her table","nothing"
"8064",359,"F",35,"English",32,2,"balloons","item","two green balloons","noun"
"8065",360,"M",35,"English",1,0,"guitars","nothing","shorts on","clothing"
"8066",360,"M",35,"English",2,2,"purses","nothing","nothing in her hands","nothing"
"8067",360,"M",35,"English",3,0,"plants","item","two plants","noun"
"8068",360,"M",35,"English",4,2,"bows","item","bows in her hair","noun"
"8069",360,"M",35,"English",5,2,"umbrellas","item","two umbrellas","noun"
"8070",360,"M",35,"English",6,2,"cookies","item","two cookies","noun"
"8071",360,"M",35,"English",7,2,"donuts","nothing","nothing on the table in front of her","nothing"
"8072",360,"M",35,"English",8,3,"balloons","item","two green balloons","noun"
"8073",360,"M",35,"English",9,3,"cars","nothing","nothing to play with","nothing"
"8074",360,"M",35,"English",10,0,"scissors","item","two pairs of scissors","noun"
"8075",360,"M",35,"English",11,1,"rainboots","nothing","nothing on her feet","nothing"
"8076",360,"M",35,"English",12,0,"keys","nothing","his left hand outstretched","body"
"8077",360,"M",35,"English",13,1,"kites","item","two kites","noun"
"8078",360,"M",35,"English",14,2,"dogs","item","two dogs","noun"
"8079",360,"M",35,"English",15,2,"ice cream cones","nothing","nothing in his hands","nothing"
"8080",360,"M",35,"English",16,3,"phones","nothing","nothing","nothing"
"8081",360,"M",35,"English",17,3,"mittens","nothing","nothing on her hands","nothing"
"8082",360,"M",35,"English",18,1,"daisies","nothing","nothing","nothing"
"8083",360,"M",35,"English",19,1,"lollipops","item","two lollipops","noun"
"8084",360,"M",35,"English",20,3,"flowers","nothing","nothing in her basket","nothing"
"8085",360,"M",35,"English",21,0,"buckets","nothing","nothing","nothing"
"8086",360,"M",35,"English",22,2,"cakes","nothing","nothing on the table in front of him","nothing"
"8087",360,"M",35,"English",23,1,"presents","item","two presents","noun"
"8088",360,"M",35,"English",24,3,"pencils","item","two pencils","noun"
"8089",360,"M",35,"English",25,1,"forks","nothing","nothing","nothing"
"8090",360,"M",35,"English",26,1,"carrots","nothing","nothing in her basket","nothing"
"8091",360,"M",35,"English",27,3,"crayons","item","two crayons","noun"
"8092",360,"M",35,"English",28,0,"apples","item","two apples","noun"
"8093",360,"M",35,"English",29,1,"cats","item","two cats","noun"
"8094",360,"M",35,"English",30,0,"bananas","nothing","nothing","nothing"
"8095",360,"M",35,"English",31,0,"shovels","item","two shovels","noun"
"8096",360,"M",35,"English",32,3,"fish","item","two fish","noun"
"8097",361,"M",35,"English",1,2,"daisies","item","flowers in his left hand.","noun"
"8098",361,"M",35,"English",2,1,"balloons","item","two green balloons.","noun"
"8099",361,"M",35,"English",3,1,"presents","nothing","no boxes","no"
"8100",361,"M",35,"English",4,0,"guitars","nothing","a green shirt on","clothing"
"8101",361,"M",35,"English",5,0,"cats","nothing","blonde hair","body"
"8102",361,"M",35,"English",6,3,"purses","nothing","no bags","no"
"8103",361,"M",35,"English",7,3,"apples","nothing","no apples","no"
"8104",361,"M",35,"English",8,2,"crayons","nothing","no crayons","no"
"8105",361,"M",35,"English",9,2,"cars","item","two toy cars","noun"
"8106",361,"M",35,"English",10,1,"rainboots","nothing","no shoes on","no"
"8107",361,"M",35,"English",11,0,"umbrellas","nothing","his arms open","body"
"8108",361,"M",35,"English",12,3,"forks","item","two forks","noun"
"8109",361,"M",35,"English",13,2,"kites","item","two kites","noun"
"8110",361,"M",35,"English",14,1,"keys","nothing","no keys","no"
"8111",361,"M",35,"English",15,1,"plants","item","two plants","noun"
"8112",361,"M",35,"English",16,0,"shovels","item","no shovels","no"
"8113",361,"M",35,"English",17,2,"ice cream cones","item","two ice cream cones","noun"
"8114",361,"M",35,"English",18,3,"phones","nothing","no cellphone","no"
"8115",361,"M",35,"English",19,0,"lollipops","item","lollipops","noun"
"8116",361,"M",35,"English",20,2,"pencils","nothing","no orange crayons","no"
"8117",361,"M",35,"English",21,3,"scissors","item","a pair of scissors","noun"
"8118",361,"M",35,"English",22,0,"donuts","nothing","nothing on the table","nothing"
"8119",361,"M",35,"English",23,1,"dogs","item","two dogs","noun"
"8120",361,"M",35,"English",24,2,"fish","nothing","no fish","no"
"8121",361,"M",35,"English",25,0,"cookies","item","two cookies","noun"
"8122",361,"M",35,"English",26,1,"flowers","item","two flowers","noun"
"8123",361,"M",35,"English",27,0,"bows","item","pink hair bands","clothing"
"8124",361,"M",35,"English",28,2,"buckets","nothing","no buckets","no"
"8125",361,"M",35,"English",29,3,"mittens","item","on mittens","noun"
"8126",361,"M",35,"English",30,3,"bananas","item","two banannas","noun"
"8127",361,"M",35,"English",31,3,"cakes","nothing","no cake","no"
"8128",361,"M",35,"English",32,1,"carrots","nothing","no carrots","no"
"8129",362,"M",35,"English",1,0,"scissors","nothing","her hand out","body"
"8130",362,"M",35,"English",2,1,"balloons","nothing","nothing in her hand","nothing"
"8131",362,"M",35,"English",3,3,"cars","item","her hand on a car","noun"
"8132",362,"M",35,"English",4,1,"mittens","item","gloves on her hands","noun"
"8133",362,"M",35,"English",5,1,"flowers","nothing","an empty basket","empty"
"8134",362,"M",35,"English",6,2,"shovels","nothing","nothing","nothing"
"8135",362,"M",35,"English",7,2,"kites","item","two kites","noun"
"8136",362,"M",35,"English",8,0,"cats","nothing","her hands down","body"
"8137",362,"M",35,"English",9,0,"keys","nothing","his hand out","body"
"8138",362,"M",35,"English",10,1,"daisies","item","two flowers","noun"
"8139",362,"M",35,"English",11,2,"cakes","item","two cakes","noun"
"8140",362,"M",35,"English",12,3,"forks","nothing","no forks","no"
"8141",362,"M",35,"English",13,3,"cookies","nothing","no cookies","no"
"8142",362,"M",35,"English",14,3,"fish","item","two fish","noun"
"8143",362,"M",35,"English",15,1,"presents","nothing","her hands in her lap","body"
"8144",362,"M",35,"English",16,0,"crayons","item","two crayons","noun"
"8145",362,"M",35,"English",17,2,"dogs","nothing","his hands on his hips","body"
"8146",362,"M",35,"English",18,0,"rainboots","nothing","a green dress","clothing"
"8147",362,"M",35,"English",19,2,"bows","item","two bows in her hair","noun"
"8148",362,"M",35,"English",20,3,"plants","nothing","no plants","no"
"8149",362,"M",35,"English",21,3,"phones","item","two phones","noun"
"8150",362,"M",35,"English",22,2,"lollipops","nothing","nothing","nothing"
"8151",362,"M",35,"English",23,2,"carrots","nothing","an empty basket","empty"
"8152",362,"M",35,"English",24,1,"apples","nothing","nothing in his hand","nothing"
"8153",362,"M",35,"English",25,0,"buckets","item","two buckets","noun"
"8154",362,"M",35,"English",26,0,"purses","item","two bags","noun"
"8155",362,"M",35,"English",27,3,"guitars","nothing","nothing","nothing"
"8156",362,"M",35,"English",28,0,"umbrellas","item","two umbrellas","noun"
"8157",362,"M",35,"English",29,2,"pencils","item","two pencils","noun"
"8158",362,"M",35,"English",30,1,"bananas","item","two bananas","noun"
"8159",362,"M",35,"English",31,3,"donuts","item","two doughnuts","noun"
"8160",362,"M",35,"English",32,1,"ice cream cones","item","two ice cream cones","noun"
"8161",363,"F",45,"English",1,2,"cats","item","two cats","noun"
"8162",363,"F",45,"English",2,2,"daisies","item","two flowers","noun"
"8163",363,"F",45,"English",3,3,"cars","nothing","no cars","no"
"8164",363,"F",45,"English",4,0,"crayons","nothing","a brown box","othernoun"
"8165",363,"F",45,"English",5,3,"cookies","item","two cookies","noun"
"8166",363,"F",45,"English",6,1,"umbrellas","item","two umbrellas","noun"
"8167",363,"F",45,"English",7,0,"rainboots","nothing","a green dress","clothing"
"8168",363,"F",45,"English",8,2,"scissors","nothing","nothing","nothing"
"8169",363,"F",45,"English",9,3,"donuts","nothing","nothing","nothing"
"8170",363,"F",45,"English",10,1,"dogs","nothing","no dogs","no"
"8171",363,"F",45,"English",11,2,"phones","nothing","no cell phone","no"
"8172",363,"F",45,"English",12,0,"carrots","item","two carrots","noun"
"8173",363,"F",45,"English",13,3,"plants","item","two plants","noun"
"8174",363,"F",45,"English",14,2,"cakes","nothing","no cake","no"
"8175",363,"F",45,"English",15,1,"mittens","nothing","no mittens","no"
"8176",363,"F",45,"English",16,3,"bananas","item","two bananas","noun"
"8177",363,"F",45,"English",17,0,"shovels","nothing","nothing","nothing"
"8178",363,"F",45,"English",18,3,"lollipops","nothing","no lollipops","no"
"8179",363,"F",45,"English",19,2,"purses","nothing","no purse","no"
"8180",363,"F",45,"English",20,3,"apples","nothing","no apple","no"
"8181",363,"F",45,"English",21,1,"bows","item","two pink bows","noun"
"8182",363,"F",45,"English",22,0,"flowers","item","two flowers","noun"
"8183",363,"F",45,"English",23,1,"presents","nothing","no presents","no"
"8184",363,"F",45,"English",24,3,"keys","item","two keys","noun"
"8185",363,"F",45,"English",25,1,"buckets","item","two buckets","noun"
"8186",363,"F",45,"English",26,2,"guitars","item","two guitars","noun"
"8187",363,"F",45,"English",27,1,"ice cream cones","nothing","no ice cream","no"
"8188",363,"F",45,"English",28,0,"balloons","item","two balloons","noun"
"8189",363,"F",45,"English",29,1,"kites","item","two kites","noun"
"8190",363,"F",45,"English",30,0,"pencils","item","two pencils","noun"
"8191",363,"F",45,"English",31,0,"forks","nothing","nothing","nothing"
"8192",363,"F",45,"English",32,2,"fish","item","two fish","noun"
"8193",364,"F",65,"English",1,2,"dogs","nothing","a smile on his face","other"
"8194",364,"F",65,"English",2,1,"balloons","nothing","a green shirt on","clothing"
"8195",364,"F",65,"English",3,1,"purses","nothing","blonde hair","body"
"8196",364,"F",65,"English",4,3,"shovels","item","a yello shirt on","clothing"
"8197",364,"F",65,"English",5,0,"ice cream cones","item","two ice cream cones","noun"
"8198",364,"F",65,"English",6,3,"keys","nothing","a smile on his face","other"
"8199",364,"F",65,"English",7,2,"guitars","item","two guitars","noun"
"8200",364,"F",65,"English",8,2,"rainboots","item","a green dress on","clothing"
"8201",364,"F",65,"English",9,2,"scissors","nothing","a green shirt on","clothing"
"8202",364,"F",65,"English",10,2,"buckets","item","two green pails","noun"
"8203",364,"F",65,"English",11,3,"cars","item","two red cars to play with","noun"
"8204",364,"F",65,"English",12,1,"apples","item","two red apples","noun"
"8205",364,"F",65,"English",13,1,"daisies","nothing","an orange shirt on","clothing"
"8206",364,"F",65,"English",14,3,"donuts","nothing","a purple shirt on","clothing"
"8207",364,"F",65,"English",15,2,"flowers","nothing","an orange headband","clothing"
"8208",364,"F",65,"English",16,0,"kites","nothing","blonde hair","body"
"8209",364,"F",65,"English",17,0,"cats","nothing","an aqua dress on","clothing"
"8210",364,"F",65,"English",18,2,"phones","item","two walkie talkies in her hand","noun"
"8211",364,"F",65,"English",19,1,"plants","item","two plants in front of him","noun"
"8212",364,"F",65,"English",20,1,"forks","item","two forks on the table","noun"
"8213",364,"F",65,"English",21,0,"bananas","nothing","gray shoes","clothing"
"8214",364,"F",65,"English",22,0,"cookies","item","two cookies on his tray","noun"
"8215",364,"F",65,"English",23,3,"presents","nothing","a yellow shirt on","clothing"
"8216",364,"F",65,"English",24,3,"fish","nothing","a blue shirt on","clothing"
"8217",364,"F",65,"English",25,1,"carrots","item","two carrots in her basket","noun"
"8218",364,"F",65,"English",26,0,"mittens","item","aqua mittens on her hands","noun"
"8219",364,"F",65,"English",27,3,"bows","item","pretty pink bows in her hair","noun"
"8220",364,"F",65,"English",28,0,"pencils","nothing","blonde hair","body"
"8221",364,"F",65,"English",29,2,"crayons","nothing","a red shirt on","clothing"
"8222",364,"F",65,"English",30,1,"cakes","nothing","purple shirt on","clothing"
"8223",364,"F",65,"English",31,3,"lollipops","item","two large pink and black lollipops","noun"
"8224",364,"F",65,"English",32,0,"umbrellas","item","two umbrellas","noun"
"8225",366,"M",35,"English",1,0,"presents","nothing","a seat","other"
"8226",366,"M",35,"English",2,3,"umbrellas","nothing","no umbrella","no"
"8227",366,"M",35,"English",3,2,"cakes","item","has two cakes","noun"
"8228",366,"M",35,"English",4,1,"mittens","item","warm gloves","noun"
"8229",366,"M",35,"English",5,2,"shovels","nothing","a yellow shirt","clothing"
"8230",366,"M",35,"English",6,0,"dogs","nothing","a green shirt","clothing"
"8231",366,"M",35,"English",7,1,"balloons","item","two balloons","noun"
"8232",366,"M",35,"English",8,2,"carrots","item","digging carots","other"
"8233",366,"M",35,"English",9,2,"cars","item","a toy car","noun"
"8234",366,"M",35,"English",10,0,"rainboots","nothing","a green dress","clothing"
"8235",366,"M",35,"English",11,3,"lollipops","item","two lollipops","noun"
"8236",366,"M",35,"English",12,2,"fish","nothing","a blue shirt","clothing"
"8237",366,"M",35,"English",13,0,"phones","item","a cellphone","noun"
"8238",366,"M",35,"English",14,3,"donuts","nothing","no food","no"
"8239",366,"M",35,"English",15,2,"buckets","nothing","a pink dress","clothing"
"8240",366,"M",35,"English",16,2,"guitars","item","two guitars","noun"
"8241",366,"M",35,"English",17,2,"kites","nothing","no kites","no"
"8242",366,"M",35,"English",18,3,"ice cream cones","item","an icecream cone","noun"
"8243",366,"M",35,"English",19,3,"cats","nothing","a green dress","clothing"
"8244",366,"M",35,"English",20,3,"forks","item","two forks","noun"
"8245",366,"M",35,"English",21,3,"keys","item","keys","noun"
"8246",366,"M",35,"English",22,1,"scissors","nothing","a green shirt","clothing"
"8247",366,"M",35,"English",23,0,"crayons","item","crayons","noun"
"8248",366,"M",35,"English",24,1,"plants","item","plants","noun"
"8249",366,"M",35,"English",25,1,"apples","nothing","a blue shirt","clothing"
"8250",366,"M",35,"English",26,3,"daisies","nothing","a orange shirt","clothing"
"8251",366,"M",35,"English",27,1,"purses","item","shopping bags","noun"
"8252",366,"M",35,"English",28,0,"pencils","item","penciles","noun"
"8253",366,"M",35,"English",29,0,"bananas","item","a bananas","noun"
"8254",366,"M",35,"English",30,1,"flowers","nothing","a garden","other"
"8255",366,"M",35,"English",31,1,"bows","nothing","a yellow dress","clothing"
"8256",366,"M",35,"English",32,0,"cookies","nothing","a plate ","other"
"8257",367,"M",25,"english",1,2,"buckets","item","two green water pails and is second from the right","noun"
"8258",367,"M",25,"english",2,0,"lollipops","nothing","his left hand up and is first from the left.","body"
"8259",367,"M",25,"english",3,3,"guitars","nothing","his hands in his pocket","body"
"8260",367,"M",25,"english",4,1,"donuts","nothing","no donuts on the table and is second from the left","no"
"8261",367,"M",25,"english",5,2,"dogs","nothing","does not have dogs at his side and is first from the right","not"
"8262",367,"M",25,"english",6,1,"apples","nothing","has zero apples in his hand and is first from the left","zero"
"8263",367,"M",25,"english",7,2,"mittens","nothing","no mittens on her hands and is first from the left","no"
"8264",367,"M",25,"english",8,0,"pencils","item","two pencils on his desk","noun"
"8265",367,"M",25,"english",9,2,"cars","item","two toy cars on the floor and is second from the left","noun"
"8266",367,"M",25,"english",10,1,"keys","item","two keys on a keyring and is first from the right","noun"
"8267",367,"M",25,"english",11,1,"plants","item","two potted plants on the desk and is second from the left","noun"
"8268",367,"M",25,"english",12,0,"bows","item","pink ribbons in her hair","noun"
"8269",367,"M",25,"english",13,2,"phones","item","two phones in her hand and is first from the left","noun"
"8270",367,"M",25,"english",14,1,"umbrellas","item","two umbrellas and is second from the right","noun"
"8271",367,"M",25,"english",15,3,"fish","nothing","zero fish","zero"
"8272",367,"M",25,"english",16,3,"scissors","item","two scissors and is second from the right","noun"
"8273",367,"M",25,"english",17,3,"purses","item","two handbags and is first from the right","noun"
"8274",367,"M",25,"english",18,0,"flowers","nothing","a shovel in her hand","othernoun"
"8275",367,"M",25,"english",19,3,"bananas","nothing","zero bananas","zero"
"8276",367,"M",25,"english",20,1,"daisies","item","two flowers","noun"
"8277",367,"M",25,"english",21,3,"crayons","nothing","no crayons","no"
"8278",367,"M",25,"english",22,0,"carrots","item","two carrots","noun"
"8279",367,"M",25,"english",23,0,"rainboots","nothing","a green dress","clothing"
"8280",367,"M",25,"english",24,0,"ice cream cones","nothing","his left hand up","body"
"8281",367,"M",25,"english",25,2,"cats","nothing","no cats","no"
"8282",367,"M",25,"english",26,3,"balloons","item","two balloons","noun"
"8283",367,"M",25,"english",27,0,"shovels","item","two shovels","noun"
"8284",367,"M",25,"english",28,2,"cakes","item","two cakes","noun"
"8285",367,"M",25,"english",29,1,"kites","nothing","no kites","no"
"8286",367,"M",25,"english",30,2,"presents","nothing","no presents","no"
"8287",367,"M",25,"english",31,3,"cookies","item","two cookies","noun"
"8288",367,"M",25,"english",32,1,"forks","nothing","no forks","no"
"8289",368,"M",25,"English",1,1,"rainboots","nothing","no shoes","no"
"8290",368,"M",25,"English",2,1,"cats","nothing","no cats with her","no"
"8291",368,"M",25,"English",3,2,"scissors","item","two pairs of scissors","noun"
"8292",368,"M",25,"English",4,2,"bananas","item","two bananas","noun"
"8293",368,"M",25,"English",5,2,"purses","nothing","a black skirt","clothing"
"8294",368,"M",25,"English",6,2,"kites","nothing","a green shirt","clothing"
"8295",368,"M",25,"English",7,0,"cakes","nothing","a purple shirt","clothing"
"8296",368,"M",25,"English",8,0,"carrots","item","two carrots in her basket","noun"
"8297",368,"M",25,"English",9,0,"balloons","nothing","a green shirt and black skirt","clothing"
"8298",368,"M",25,"English",10,1,"umbrellas","nothing","a red shirt","clothing"
"8299",368,"M",25,"English",11,1,"forks","item","two forks in front of him","noun"
"8300",368,"M",25,"English",12,1,"shovels","item","two shovels","noun"
"8301",368,"M",25,"English",13,0,"daisies","item","two flowers in his hand","noun"
"8302",368,"M",25,"English",14,0,"crayons","nothing","a red shirt","clothing"
"8303",368,"M",25,"English",15,1,"keys","nothing","an orange shirt and black shorts","clothing"
"8304",368,"M",25,"English",16,2,"guitars","item","two guitars leaning up against him","noun"
"8305",368,"M",25,"English",17,3,"buckets","nothing","a pink dress on","clothing"
"8306",368,"M",25,"English",18,2,"apples","nothing","a blue shirt and grey pants","clothing"
"8307",368,"M",25,"English",19,1,"plants","item","two potted plants in front of him","noun"
"8308",368,"M",25,"English",20,2,"pencils","nothing","nothing on the desk in front of him","nothing"
"8309",368,"M",25,"English",21,3,"dogs","item","two dogs","noun"
"8310",368,"M",25,"English",22,3,"presents","nothing","an empty lap","empty"
"8311",368,"M",25,"English",23,3,"cookies","item","two cookies on a tray","noun"
"8312",368,"M",25,"English",24,0,"ice cream cones","item","two ice cream cones","noun"
"8313",368,"M",25,"English",25,0,"donuts","nothing","a purple shirt","clothing"
"8314",368,"M",25,"English",26,3,"phones","item","old cellphones in her hand","noun"
"8315",368,"M",25,"English",27,0,"flowers","item","two flowers in her basket","noun"
"8316",368,"M",25,"English",28,1,"fish","item","two green fish in her hand","noun"
"8317",368,"M",25,"English",29,3,"bows","nothing","no bows in her hair","no"
"8318",368,"M",25,"English",30,2,"lollipops","item","two lollipops","noun"
"8319",368,"M",25,"English",31,3,"mittens","item","blue gloves on her hands","noun"
"8320",368,"M",25,"English",32,3,"cars","nothing","a green shirt and blue pants","clothing"
"8321",369,"F",25,"english",1,0,"shovels","item","two shovels","noun"
"8322",369,"F",25,"english",2,1,"crayons","nothing","nothing","nothing"
"8323",369,"F",25,"english",3,0,"daisies","nothing","nothing in his hands","nothing"
"8324",369,"F",25,"english",4,0,"scissors","item","two pairs of scissors","noun"
"8325",369,"F",25,"english",5,1,"balloons","nothing","a green shirt on","clothing"
"8326",369,"F",25,"english",6,3,"lollipops","item","two pink lollipops","noun"
"8327",369,"F",25,"english",7,2,"buckets","nothing","a pink dress on","clothing"
"8328",369,"F",25,"english",8,1,"pencils","nothing","yellow hair","body"
"8329",369,"F",25,"english",9,3,"donuts","nothing","a purple shirt on","clothing"
"8330",369,"F",25,"english",10,2,"apples","item","two red apples","noun"
"8331",369,"F",25,"english",11,0,"dogs","nothing","a green shirt on","clothing"
"8332",369,"F",25,"english",12,3,"rainboots","nothing","no shoes on her feet","no"
"8333",369,"F",25,"english",13,3,"ice cream cones","nothing","no icecream","no"
"8334",369,"F",25,"english",14,2,"keys","item","a set of keys","noun"
"8335",369,"F",25,"english",15,3,"carrots","item","carrots in her basket","noun"
"8336",369,"F",25,"english",16,3,"phones","item","a pretty blue cellphone","noun"
"8337",369,"F",25,"english",17,0,"flowers","item","two red flowers","noun"
"8338",369,"F",25,"english",18,3,"purses","item","a purse in each hand","noun"
"8339",369,"F",25,"english",19,1,"forks","item","two silver forks","noun"
"8340",369,"F",25,"english",20,2,"guitars","item","a guitar","noun"
"8341",369,"F",25,"english",21,0,"cats","nothing","yellow hair","body"
"8342",369,"F",25,"english",22,1,"cars","item","two toy cars","noun"
"8343",369,"F",25,"english",23,2,"presents","item","two presents","noun"
"8344",369,"F",25,"english",24,0,"bows","nothing","brown hair","body"
"8345",369,"F",25,"english",25,2,"cakes","nothing","a blue shirt on","clothing"
"8346",369,"F",25,"english",26,2,"plants","nothing","orange hair","body"
"8347",369,"F",25,"english",27,2,"mittens","nothing","brown hair","body"
"8348",369,"F",25,"english",28,1,"umbrellas","nothing","a red shirt on","clothing"
"8349",369,"F",25,"english",29,1,"bananas","item","two juicy bananas","noun"
"8350",369,"F",25,"english",30,3,"cookies","nothing","ate all his cookies","other"
"8351",369,"F",25,"english",31,0,"kites","item","a purple and green kite","noun"
"8352",369,"F",25,"english",32,1,"fish","item","caught two fish","other"
"8353",370,"F",65,"English",1,2,"crayons","item","two crayons.","noun"
"8354",370,"F",65,"English",2,0,"cookies","nothing","a platter.","other"
"8355",370,"F",65,"English",3,3,"lollipops","nothing","no lollypops.","no"
"8356",370,"F",65,"English",4,3,"shovels","item","two shovels.","noun"
"8357",370,"F",65,"English",5,2,"plants","nothing","no potted plants.","no"
"8358",370,"F",65,"English",6,1,"dogs","nothing","no dogs.","no"
"8359",370,"F",65,"English",7,1,"carrots","nothing","no carrots.","no"
"8360",370,"F",65,"English",8,3,"scissors","item","two scissors.","noun"
"8361",370,"F",65,"English",9,3,"forks","item","two forks.","noun"
"8362",370,"F",65,"English",10,0,"ice cream cones","item","two ice cream cones.","noun"
"8363",370,"F",65,"English",11,3,"balloons","item","two green balloons.","noun"
"8364",370,"F",65,"English",12,0,"flowers","nothing","an empty basket.","empty"
"8365",370,"F",65,"English",13,0,"buckets","item","two green pails.","noun"
"8366",370,"F",65,"English",14,1,"mittens","item","two blue mittins.","noun"
"8367",370,"F",65,"English",15,3,"purses","nothing","no purses.","no"
"8368",370,"F",65,"English",16,2,"bananas","nothing","no bananas.","no"
"8369",370,"F",65,"English",17,2,"bows","nothing","no hair ribbons.","no"
"8370",370,"F",65,"English",18,3,"cats","nothing","no kitty cats.","no"
"8371",370,"F",65,"English",19,0,"cakes","item","two birthday cakes.","noun"
"8372",370,"F",65,"English",20,1,"fish","nothing","caught no fish.","no"
